timestamp,device_id,temperature,humidity,pressure,vibration
2026-09-13 15:52:51.399,sensor-01,34.33,51.46,1023.12,0.135
2026-09-13 15:52:52.399,sensor-04,21.59,45.61,1010.48,1.453
2026-09-13 15:52:53.399,sensor-01,34.0,72.17,1011.68,13.294
2026-09-13 15:52:54.399,sensor-04,31.95,49.31,1013.27,0.948
2026-09-13 15:52:55.399,sensor-04,26.19,54.97,1010.65,1.013
2026-09-13 15:52:56.399,sensor-05,26.81,49.91,1005.92,1.144
2026-09-13 15:52:57.399,sensor-01,21.0,63.78,1003.65,1.255
2026-09-13 15:52:58.399,sensor-03,22.16,76.84,1004.14,0.499
2026-09-13 15:52:59.399,sensor-01,20.32,42.22,1004.37,0.175
2026-09-13 15:53:00.399,sensor-04,30.21,55.75,1007.95,0.806
2026-09-13 15:53:01.399,sensor-05,20.65,47.26,1005.92,0.449
2026-09-13 15:53:02.399,sensor-01,26.24,41.97,1009.34,0.833
2026-09-13 15:53:03.399,sensor-05,20.78,76.99,1002.48,1.281
2026-09-13 15:53:04.399,sensor-04,34.69,72.08,1019.49,0.999
2026-09-13 15:53:05.399,sensor-01,28.04,60.57,1021.44,0.748
2026-09-13 15:53:06.399,sensor-04,29.59,50.66,1003.49,0.769
2026-09-13 15:53:07.399,sensor-02,25.51,54.66,1008.19,0.631
2026-09-13 15:53:08.399,sensor-03,24.45,77.95,1022.91,0.773
2026-09-13 15:53:09.399,sensor-03,32.73,66.1,1020.11,0.846
2026-09-13 15:53:10.399,sensor-05,24.32,69.4,1005.06,1.073
2026-09-13 15:53:11.399,sensor-01,29.22,43.8,1018.14,0.218
2026-09-13 15:53:12.399,sensor-05,22.06,78.36,1020.02,0.931
2026-09-13 15:53:13.399,sensor-04,34.19,50.14,1014.75,0.233
2026-09-13 15:53:14.399,sensor-04,22.57,62.6,1014.31,0.752
2026-09-13 15:53:15.399,sensor-04,31.99,59.69,1014.99,1.404
2026-09-13 15:53:16.399,sensor-02,21.76,43.51,1016.45,0.686
2026-09-13 15:53:17.399,sensor-04,25.0,75.93,1019.06,0.479
2026-09-13 15:53:18.399,sensor-04,24.72,46.3,1003.69,1.411
2026-09-13 15:53:19.399,sensor-02,30.95,62.12,1023.4,1.192
2026-09-13 15:53:20.399,sensor-02,25.65,79.47,1017.94,1.432
2026-09-13 15:53:21.399,sensor-02,63.63,17.38,958.86,9.585
2026-09-13 15:53:22.399,sensor-03,24.53,76.74,1019.53,0.255
2026-09-13 15:53:23.399,sensor-01,33.19,51.36,1020.92,0.249
2026-09-13 15:53:24.399,sensor-04,29.75,43.62,1022.43,0.141
2026-09-13 15:53:25.399,sensor-05,22.15,71.07,1004.96,1.375
2026-09-13 15:53:26.399,sensor-01,20.08,42.07,1015.15,1.222
2026-09-13 15:53:27.399,sensor-05,32.74,42.29,1020.02,1.399
2026-09-13 15:53:28.399,sensor-04,32.57,41.61,1005.04,0.275
2026-09-13 15:53:29.399,sensor-01,31.18,65.2,1021.28,0.317
2026-09-13 15:53:30.399,sensor-01,24.06,68.4,1024.51,0.956
2026-09-13 15:53:31.399,sensor-02,29.24,41.69,1022.1,1.093
2026-09-13 15:53:32.399,sensor-01,22.75,79.2,1011.46,1.198
2026-09-13 15:53:33.399,sensor-03,28.59,45.81,1023.65,0.522
2026-09-13 15:53:34.399,sensor-04,29.74,77.62,1003.71,0.812
2026-09-13 15:53:35.399,sensor-04,27.11,44.77,1003.35,0.489
2026-09-13 15:53:36.399,sensor-03,29.16,65.39,1010.3,0.672
2026-09-13 15:53:37.399,sensor-01,28.82,52.68,1000.9,0.686
2026-09-13 15:53:38.399,sensor-02,28.59,62.63,1017.55,1.007
2026-09-13 15:53:39.399,sensor-03,24.74,71.5,1013.73,0.704
2026-09-13 15:53:40.399,sensor-02,27.69,69.47,1022.16,1.389
2026-09-13 15:53:41.399,sensor-01,27.8,71.99,1007.86,1.272
2026-09-13 15:53:42.399,sensor-01,21.08,73.68,1001.39,0.493
2026-09-13 15:53:43.399,sensor-04,22.59,52.56,1018.57,0.121
2026-09-13 15:53:44.399,sensor-05,25.58,46.14,1015.02,0.268
2026-09-13 15:53:45.399,sensor-01,34.38,79.82,1019.3,0.535
2026-09-13 15:53:46.399,sensor-04,25.82,65.64,1000.27,0.393
2026-09-13 15:53:47.399,sensor-02,22.46,46.64,1020.91,1.485
2026-09-13 15:53:48.399,sensor-05,34.85,45.66,1011.21,0.65
2026-09-13 15:53:49.399,sensor-02,31.33,57.35,1011.73,0.311
2026-09-13 15:53:50.399,sensor-05,20.67,49.31,1007.3,0.786
2026-09-13 15:53:51.399,sensor-03,27.4,43.36,1006.09,1.281
2026-09-13 15:53:52.399,sensor-04,30.05,70.52,1001.45,0.613
2026-09-13 15:53:53.399,sensor-02,25.08,73.78,1012.06,1.176
2026-09-13 15:53:54.399,sensor-03,33.64,63.48,1021.26,0.577
2026-09-13 15:53:55.399,sensor-02,27.97,44.2,1009.96,1.384
2026-09-13 15:53:56.399,sensor-01,25.08,47.66,1000.62,1.398
2026-09-13 15:53:57.399,sensor-03,24.61,63.94,1000.18,0.489
2026-09-13 15:53:58.399,sensor-04,34.73,64.81,1011.94,1.166
2026-09-13 15:53:59.399,sensor-03,30.81,78.53,1019.55,1.314
2026-09-13 15:54:00.399,sensor-04,26.6,62.12,1016.35,1.458
2026-09-13 15:54:01.399,sensor-02,24.32,69.35,1018.75,0.585
2026-09-13 15:54:02.399,sensor-01,31.66,59.59,1024.64,0.751
2026-09-13 15:54:03.399,sensor-02,26.17,71.75,1002.12,0.878
2026-09-13 15:54:04.399,sensor-05,32.34,41.48,1009.32,0.168
2026-09-13 15:54:05.399,sensor-02,30.13,68.53,1019.34,1.312
2026-09-13 15:54:06.399,sensor-04,65.44,15.16,950.89,9.014
2026-09-13 15:54:07.399,sensor-05,30.07,49.51,1021.32,0.587
2026-09-13 15:54:08.399,sensor-05,24.48,63.61,1009.92,0.485
2026-09-13 15:54:09.399,sensor-01,21.27,53.68,1017.94,1.23
2026-09-13 15:54:10.399,sensor-05,24.45,56.32,1003.42,0.905
2026-09-13 15:54:11.399,sensor-04,28.93,55.69,1022.88,0.796
2026-09-13 15:54:12.399,sensor-05,25.48,42.69,1005.05,0.125
2026-09-13 15:54:13.399,sensor-04,25.15,56.82,1023.98,1.153
2026-09-13 15:54:14.399,sensor-02,24.27,75.88,1005.88,0.555
2026-09-13 15:54:15.399,sensor-03,31.13,63.63,1016.34,0.519
2026-09-13 15:54:16.399,sensor-02,24.84,46.22,1021.86,0.497
2026-09-13 15:54:17.399,sensor-04,31.76,57.54,1011.91,1.493
2026-09-13 15:54:18.399,sensor-02,32.22,76.1,1019.69,0.359
2026-09-13 15:54:19.399,sensor-04,78.79,78.21,1012.82,0.706
2026-09-13 15:54:20.399,sensor-01,20.62,49.84,1001.64,0.737
2026-09-13 15:54:21.399,sensor-05,24.69,42.04,1002.79,0.638
2026-09-13 15:54:22.399,sensor-03,23.11,52.08,1009.85,6.121
2026-09-13 15:54:23.399,sensor-05,20.02,60.33,1012.24,0.566
2026-09-13 15:54:24.399,sensor-05,31.71,73.65,1006.51,0.551
2026-09-13 15:54:25.399,sensor-05,30.25,49.13,963.82,1.403
2026-09-13 15:54:26.399,sensor-05,22.26,41.89,1003.46,6.883
2026-09-13 15:54:27.399,sensor-01,21.66,64.81,1006.04,0.897
2026-09-13 15:54:28.399,sensor-05,32.74,40.19,1021.33,0.967
2026-09-13 15:54:29.399,sensor-04,32.83,50.17,1022.97,0.736
2026-09-13 15:54:30.399,sensor-01,34.77,54.46,1020.33,0.546
2026-09-13 15:54:31.399,sensor-02,23.25,56.56,1007.94,8.465
2026-09-13 15:54:32.399,sensor-01,22.48,69.01,1017.7,1.134
2026-09-13 15:54:33.399,sensor-01,33.35,63.75,1003.15,0.301
2026-09-13 15:54:34.399,sensor-01,27.61,79.67,1000.1,0.123
2026-09-13 15:54:35.399,sensor-01,28.77,45.08,1022.43,1.333
2026-09-13 15:54:36.399,sensor-04,24.1,42.02,1014.86,0.513
2026-09-13 15:54:37.399,sensor-05,32.54,40.73,1014.89,0.424
2026-09-13 15:54:38.399,sensor-02,29.16,62.14,1009.9,1.049
2026-09-13 15:54:39.399,sensor-05,28.5,70.34,1024.59,0.687
2026-09-13 15:54:40.399,sensor-01,31.94,60.81,1010.2,0.232
2026-09-13 15:54:41.399,sensor-04,25.93,67.3,1003.73,1.446
2026-09-13 15:54:42.399,sensor-01,32.88,76.5,1005.3,0.758
2026-09-13 15:54:43.399,sensor-03,33.18,55.16,1012.93,1.138
2026-09-13 15:54:44.399,sensor-04,28.55,44.18,1022.6,1.312
2026-09-13 15:54:45.399,sensor-05,21.5,48.18,1018.59,0.132
2026-09-13 15:54:46.399,sensor-02,30.79,75.5,1009.87,0.547
2026-09-13 15:54:47.399,sensor-01,28.71,56.37,1015.04,1.41
2026-09-13 15:54:48.399,sensor-01,25.66,55.76,1003.28,0.328
2026-09-13 15:54:49.399,sensor-03,25.09,78.2,1006.09,0.238
2026-09-13 15:54:50.399,sensor-05,24.17,48.08,1004.64,0.831
2026-09-13 15:54:51.399,sensor-04,23.89,41.81,1012.04,1.443
2026-09-13 15:54:52.399,sensor-03,21.66,50.1,1007.37,1.171
2026-09-13 15:54:53.399,sensor-03,33.52,79.38,1024.56,1.434
2026-09-13 15:54:54.399,sensor-01,24.57,62.12,1002.42,1.284
2026-09-13 15:54:55.399,sensor-02,28.14,46.61,1006.33,0.324
2026-09-13 15:54:56.399,sensor-03,31.03,51.84,1009.28,0.667
2026-09-13 15:54:57.399,sensor-04,31.59,48.27,1023.54,0.269
2026-09-13 15:54:58.399,sensor-01,23.97,73.86,1004.49,0.679
2026-09-13 15:54:59.399,sensor-03,23.68,68.41,1021.28,1.324
2026-09-13 15:55:00.399,sensor-03,23.73,49.79,1004.03,1.416
2026-09-13 15:55:01.399,sensor-05,31.66,60.71,1012.27,0.842
2026-09-13 15:55:02.399,sensor-03,21.98,45.03,1023.81,0.775
2026-09-13 15:55:03.399,sensor-01,22.45,18.75,1005.19,0.454
2026-09-13 15:55:04.399,sensor-04,24.82,64.33,1011.63,0.661
2026-09-13 15:55:05.399,sensor-01,34.83,72.73,1018.54,0.756
2026-09-13 15:55:06.399,sensor-04,33.81,53.66,1001.25,0.579
2026-09-13 15:55:07.399,sensor-04,31.26,71.75,1005.3,1.393
2026-09-13 15:55:08.399,sensor-02,29.59,40.09,1024.83,0.493
2026-09-13 15:55:09.399,sensor-03,21.94,46.09,1015.81,0.65
2026-09-13 15:55:10.399,sensor-01,24.79,69.05,1011.53,1.024
2026-09-13 15:55:11.399,sensor-03,34.25,53.71,1004.43,1.049
2026-09-13 15:55:12.399,sensor-03,20.6,57.99,1022.31,1.149
2026-09-13 15:55:13.399,sensor-03,29.9,52.1,1023.69,0.613
2026-09-13 15:55:14.399,sensor-02,26.05,62.47,1017.99,0.813
2026-09-13 15:55:15.399,sensor-03,29.71,53.69,1010.2,0.716
2026-09-13 15:55:16.399,sensor-02,55.93,16.67,975.82,7.467
2026-09-13 15:55:17.399,sensor-02,30.02,45.17,1006.88,0.294
2026-09-13 15:55:18.399,sensor-04,33.65,48.1,1013.55,1.082
2026-09-13 15:55:19.399,sensor-03,29.15,50.2,1015.64,0.549
2026-09-13 15:55:20.399,sensor-02,30.28,40.93,1010.0,1.325
2026-09-13 15:55:21.399,sensor-04,26.66,77.44,1021.35,0.551
2026-09-13 15:55:22.399,sensor-03,29.48,53.36,1006.11,1.378
2026-09-13 15:55:23.399,sensor-01,32.65,79.13,1018.62,1.171
2026-09-13 15:55:24.399,sensor-03,26.85,49.61,1016.12,0.505
2026-09-13 15:55:25.399,sensor-03,28.79,56.4,1005.47,1.242
2026-09-13 15:55:26.399,sensor-01,20.11,53.45,1019.94,1.275
2026-09-13 15:55:27.399,sensor-05,31.62,44.63,1009.75,1.498
2026-09-13 15:55:28.399,sensor-01,26.34,64.79,1023.32,1.473
2026-09-13 15:55:29.399,sensor-03,22.07,71.63,1006.77,1.339
2026-09-13 15:55:30.399,sensor-01,32.49,47.05,1010.59,0.873
2026-09-13 15:55:31.399,sensor-01,30.29,66.11,1024.8,1.499
2026-09-13 15:55:32.399,sensor-01,30.92,79.07,1007.96,0.746
2026-09-13 15:55:33.399,sensor-05,20.77,66.89,1008.83,1.202
2026-09-13 15:55:34.399,sensor-05,26.25,52.86,1018.72,1.222
2026-09-13 15:55:35.399,sensor-02,33.4,45.76,1021.98,0.235
2026-09-13 15:55:36.399,sensor-03,21.01,42.11,1000.01,0.711
2026-09-13 15:55:37.399,sensor-01,20.52,66.09,1020.58,0.335
2026-09-13 15:55:38.399,sensor-05,32.35,61.56,1020.48,0.23
2026-09-13 15:55:39.399,sensor-04,31.07,50.3,1018.81,0.806
2026-09-13 15:55:40.399,sensor-03,25.52,48.77,1005.21,1.152
2026-09-13 15:55:41.399,sensor-04,21.29,47.05,1004.38,1.252
2026-09-13 15:55:42.399,sensor-05,22.06,66.14,1011.22,0.65
2026-09-13 15:55:43.399,sensor-05,34.63,74.91,1004.81,0.409
2026-09-13 15:55:44.399,sensor-02,31.02,62.66,1013.77,1.26
2026-09-13 15:55:45.399,sensor-02,20.4,41.98,1015.04,0.781
2026-09-13 15:55:46.399,sensor-03,31.37,73.06,1014.03,0.64
2026-09-13 15:55:47.399,sensor-02,27.83,52.59,1014.1,1.047
2026-09-13 15:55:48.399,sensor-01,23.18,75.78,1016.16,0.341
2026-09-13 15:55:49.399,sensor-03,27.05,59.04,1023.39,0.183
2026-09-13 15:55:50.399,sensor-03,22.93,67.18,1005.35,0.239
2026-09-13 15:55:51.399,sensor-02,26.34,47.05,1003.37,1.304
2026-09-13 15:55:52.399,sensor-02,20.83,54.29,1006.62,0.955
2026-09-13 15:55:53.399,sensor-03,33.33,77.19,1002.5,0.25
2026-09-13 15:55:54.399,sensor-04,21.83,74.1,1018.86,1.248
2026-09-13 15:55:55.399,sensor-01,34.95,41.77,1010.03,0.554
2026-09-13 15:55:56.399,sensor-03,32.09,46.81,1024.47,0.798
2026-09-13 15:55:57.399,sensor-04,34.56,55.23,1009.94,0.919
2026-09-13 15:55:58.399,sensor-02,22.9,44.13,1021.65,0.925
2026-09-13 15:55:59.399,sensor-04,26.13,57.26,1015.83,1.397
2026-09-13 15:56:00.399,sensor-02,24.94,58.04,1014.2,0.747
2026-09-13 15:56:01.399,sensor-02,28.32,52.83,1008.64,0.63
2026-09-13 15:56:02.399,sensor-01,30.85,55.56,1005.36,0.888
2026-09-13 15:56:03.399,sensor-05,23.86,73.07,1023.19,0.936
2026-09-13 15:56:04.399,sensor-05,51.16,55.7,1023.1,0.911
2026-09-13 15:56:05.399,sensor-04,28.44,41.06,1018.59,1.293
2026-09-13 15:56:06.399,sensor-05,26.99,40.22,1019.67,0.563
2026-09-13 15:56:07.399,sensor-02,28.48,50.81,1004.01,1.185
2026-09-13 15:56:08.399,sensor-05,28.05,78.62,1024.09,1.298
2026-09-13 15:56:09.399,sensor-03,33.17,54.98,1002.53,1.235
2026-09-13 15:56:10.399,sensor-01,28.47,79.29,1015.18,0.695
2026-09-13 15:56:11.399,sensor-03,21.78,71.79,1020.94,0.498
2026-09-13 15:56:12.399,sensor-03,33.12,40.96,1013.01,0.749
2026-09-13 15:56:13.399,sensor-01,30.02,55.07,1015.47,0.156
2026-09-13 15:56:14.399,sensor-01,27.83,48.57,1003.49,0.364
2026-09-13 15:56:15.399,sensor-01,34.21,56.2,1020.22,1.464
2026-09-13 15:56:16.399,sensor-02,29.78,74.86,1015.86,0.701
2026-09-13 15:56:17.399,sensor-01,28.02,79.74,1023.97,0.157
2026-09-13 15:56:18.399,sensor-05,24.53,76.12,1001.13,1.41
2026-09-13 15:56:19.399,sensor-01,20.9,73.39,1003.89,0.849
2026-09-13 15:56:20.399,sensor-02,28.51,55.89,1011.13,0.188
2026-09-13 15:56:21.399,sensor-02,22.84,51.44,1024.11,0.232
2026-09-13 15:56:22.399,sensor-04,30.62,73.2,1024.4,1.279
2026-09-13 15:56:23.399,sensor-01,31.94,61.83,1013.59,1.358
2026-09-13 15:56:24.399,sensor-01,30.57,59.32,1011.41,0.641
2026-09-13 15:56:25.399,sensor-02,21.35,43.1,1019.5,0.725
2026-09-13 15:56:26.399,sensor-05,29.18,41.41,1003.94,0.388
2026-09-13 15:56:27.399,sensor-05,27.74,7.3,1024.43,0.431
2026-09-13 15:56:28.399,sensor-01,22.93,62.74,1022.81,0.852
2026-09-13 15:56:29.399,sensor-01,23.03,72.02,1015.44,1.31
2026-09-13 15:56:30.399,sensor-02,21.36,49.04,1010.95,1.424
2026-09-13 15:56:31.399,sensor-01,31.56,61.62,1004.57,0.549
2026-09-13 15:56:32.399,sensor-04,26.52,49.15,1018.05,0.336
2026-09-13 15:56:33.399,sensor-05,22.82,44.29,1012.44,0.827
2026-09-13 15:56:34.399,sensor-03,34.92,59.45,1011.95,0.69
2026-09-13 15:56:35.399,sensor-01,28.89,49.12,1015.94,0.171
2026-09-13 15:56:36.399,sensor-03,33.45,59.02,1001.51,1.251
2026-09-13 15:56:37.399,sensor-02,31.73,57.13,1015.95,1.299
2026-09-13 15:56:38.399,sensor-02,29.94,66.87,1024.01,0.619
2026-09-13 15:56:39.399,sensor-03,32.18,60.23,1018.41,0.744
2026-09-13 15:56:40.399,sensor-04,21.97,47.94,1015.67,1.146
2026-09-13 15:56:41.399,sensor-02,24.09,44.43,1023.9,0.316
2026-09-13 15:56:42.399,sensor-02,27.94,75.31,1019.01,1.091
2026-09-13 15:56:43.399,sensor-02,25.37,59.14,1003.69,0.483
2026-09-13 15:56:44.399,sensor-01,28.25,68.2,1001.75,0.774
2026-09-13 15:56:45.399,sensor-02,31.22,72.6,1011.21,1.249
2026-09-13 15:56:46.399,sensor-02,22.65,58.7,1009.8,0.437
2026-09-13 15:56:47.399,sensor-05,24.71,50.91,1003.27,0.714
2026-09-13 15:56:48.399,sensor-02,23.54,70.53,1023.25,0.797
2026-09-13 15:56:49.399,sensor-03,33.01,79.95,1015.34,1.346
2026-09-13 15:56:50.399,sensor-04,26.91,43.25,1000.4,0.768
2026-09-13 15:56:51.399,sensor-04,26.11,62.73,1013.8,1.271
2026-09-13 15:56:52.399,sensor-02,31.9,73.91,1024.87,1.322
2026-09-13 15:56:53.399,sensor-03,24.72,56.07,1006.7,0.949
2026-09-13 15:56:54.399,sensor-02,28.36,51.85,1004.24,0.373
2026-09-13 15:56:55.399,sensor-04,34.24,56.12,1020.85,1.054
2026-09-13 15:56:56.399,sensor-01,32.18,50.59,1022.83,0.296
2026-09-13 15:56:57.399,sensor-01,32.22,49.41,1006.91,1.45
2026-09-13 15:56:58.399,sensor-03,26.49,50.12,1019.39,1.181
2026-09-13 15:56:59.399,sensor-05,32.53,48.52,1000.11,0.9
2026-09-13 15:57:00.399,sensor-01,23.12,60.76,1020.25,0.225
2026-09-13 15:57:01.399,sensor-03,31.21,54.86,1004.72,0.374
2026-09-13 15:57:02.399,sensor-03,32.93,65.69,1017.26,1.476
2026-09-13 15:57:03.399,sensor-05,26.05,76.93,1006.15,1.122
2026-09-13 15:57:04.399,sensor-01,27.02,48.02,1004.63,0.749
2026-09-13 15:57:05.399,sensor-01,31.94,76.3,1020.07,0.472
2026-09-13 15:57:06.399,sensor-02,22.03,77.75,1010.05,0.415
2026-09-13 15:57:07.399,sensor-01,25.99,41.4,1004.05,0.995
2026-09-13 15:57:08.399,sensor-02,33.76,74.04,1021.21,0.419
2026-09-13 15:57:09.399,sensor-01,33.01,52.23,1015.47,1.164
2026-09-13 15:57:10.399,sensor-04,34.08,69.13,1011.03,1.327
2026-09-13 15:57:11.399,sensor-05,31.17,72.82,1018.73,0.503
2026-09-13 15:57:12.399,sensor-02,27.54,60.21,1014.57,0.653
2026-09-13 15:57:13.399,sensor-04,33.7,49.87,1018.41,1.049
2026-09-13 15:57:14.399,sensor-01,31.93,78.43,1018.05,1.385
2026-09-13 15:57:15.399,sensor-03,25.28,65.53,1011.85,1.481
2026-09-13 15:57:16.399,sensor-03,33.13,51.36,1019.69,0.636
2026-09-13 15:57:17.399,sensor-02,33.25,52.05,1019.25,0.572
2026-09-13 15:57:18.399,sensor-04,32.44,40.98,1005.5,1.097
2026-09-13 15:57:19.399,sensor-02,78.35,5.76,972.49,7.576
2026-09-13 15:57:20.399,sensor-03,33.0,69.84,1022.14,0.402
2026-09-13 15:57:21.399,sensor-04,23.69,49.23,1000.68,1.442
2026-09-13 15:57:22.399,sensor-01,29.53,69.76,1013.29,0.767
2026-09-13 15:57:23.399,sensor-04,23.02,75.52,1020.29,0.589
2026-09-13 15:57:24.399,sensor-05,22.12,78.89,1022.57,1.391
2026-09-13 15:57:25.399,sensor-01,23.18,43.6,1003.0,0.2
2026-09-13 15:57:26.399,sensor-01,21.11,45.3,1020.68,0.912
2026-09-13 15:57:27.399,sensor-04,33.23,65.54,1013.05,1.098
2026-09-13 15:57:28.399,sensor-03,25.19,58.71,1004.24,1.215
2026-09-13 15:57:29.399,sensor-01,23.7,73.68,1008.26,1.06
2026-09-13 15:57:30.399,sensor-04,21.17,70.6,1007.69,0.403
2026-09-13 15:57:31.399,sensor-05,24.43,62.75,1007.25,0.876
2026-09-13 15:57:32.399,sensor-03,29.16,64.94,1003.38,1.071
2026-09-13 15:57:33.399,sensor-04,21.11,57.87,1010.23,0.221
2026-09-13 15:57:34.399,sensor-01,26.61,69.72,1005.93,1.262
2026-09-13 15:57:35.399,sensor-04,27.09,59.97,1015.49,1.399
2026-09-13 15:57:36.399,sensor-04,27.93,64.08,1018.44,0.201
2026-09-13 15:57:37.399,sensor-03,33.83,59.74,1011.71,1.447
2026-09-13 15:57:38.399,sensor-02,22.71,48.68,1002.38,0.101
2026-09-13 15:57:39.399,sensor-04,31.0,41.29,1014.25,0.316
2026-09-13 15:57:40.399,sensor-02,22.51,65.07,1008.16,0.998
2026-09-13 15:57:41.399,sensor-04,23.46,76.23,1012.51,1.159
2026-09-13 15:57:42.399,sensor-04,34.98,48.96,1007.17,0.451
2026-09-13 15:57:43.399,sensor-03,34.9,79.61,1013.17,0.995
2026-09-13 15:57:44.399,sensor-05,33.99,48.15,1013.21,1.266
2026-09-13 15:57:45.399,sensor-03,34.78,79.4,1022.65,1.218
2026-09-13 15:57:46.399,sensor-03,24.81,61.89,1014.02,0.808
2026-09-13 15:57:47.399,sensor-03,31.24,53.34,1008.27,0.278
2026-09-13 15:57:48.399,sensor-01,32.76,57.85,1005.7,1.163
2026-09-13 15:57:49.399,sensor-01,24.75,47.08,1016.4,0.485
2026-09-13 15:57:50.399,sensor-03,20.82,63.27,1000.54,1.288
2026-09-13 15:57:51.399,sensor-04,26.67,57.71,1001.79,1.224
2026-09-13 15:57:52.399,sensor-05,20.17,47.14,1022.6,0.869
2026-09-13 15:57:53.399,sensor-02,29.9,68.99,1014.99,1.434
2026-09-13 15:57:54.399,sensor-02,71.34,59.09,1008.99,0.414
2026-09-13 15:57:55.399,sensor-03,20.28,57.57,1016.1,0.955
2026-09-13 15:57:56.399,sensor-05,30.68,44.11,1011.88,0.945
2026-09-13 15:57:57.399,sensor-01,20.64,48.94,1011.37,0.68
2026-09-13 15:57:58.399,sensor-05,33.89,48.05,1023.24,0.125
2026-09-13 15:57:59.399,sensor-02,34.28,40.48,1019.08,1.458
2026-09-13 15:58:00.399,sensor-05,28.25,43.13,1021.24,0.959
2026-09-13 15:58:01.399,sensor-04,26.26,62.87,1003.84,1.136
2026-09-13 15:58:02.399,sensor-04,32.73,58.9,1012.75,0.537
2026-09-13 15:58:03.399,sensor-03,31.0,54.76,1004.37,0.407
2026-09-13 15:58:04.399,sensor-05,31.01,48.61,1021.49,0.629
2026-09-13 15:58:05.399,sensor-04,23.63,64.75,1023.17,0.461
2026-09-13 15:58:06.399,sensor-05,22.26,43.54,1016.85,0.576
2026-09-13 15:58:07.399,sensor-04,27.13,70.15,1007.13,0.569
2026-09-13 15:58:08.399,sensor-03,32.64,57.86,1023.82,1.011
2026-09-13 15:58:09.399,sensor-01,33.28,59.57,1003.54,0.314
2026-09-13 15:58:10.399,sensor-01,24.3,45.59,1011.03,0.68
2026-09-13 15:58:11.399,sensor-04,24.19,41.28,1015.36,0.623
2026-09-13 15:58:12.399,sensor-01,20.21,49.93,1011.41,0.652
2026-09-13 15:58:13.399,sensor-04,25.67,61.22,1014.84,0.131
2026-09-13 15:58:14.399,sensor-02,26.32,14.02,1019.57,1.419
2026-09-13 15:58:15.399,sensor-04,24.27,71.5,1015.81,1.401
2026-09-13 15:58:16.399,sensor-01,20.64,57.8,1013.67,0.305
2026-09-13 15:58:17.399,sensor-05,20.24,58.1,1021.07,0.553
